Timestamp,AQI,Temperature,Humidity,Status
2026-06-14 08:13:39.850526,365,40,68,Hazardous
2026-06-14 08:13:41.853296,340,25,43,Hazardous
2026-06-14 08:13:43.858075,371,26,69,Hazardous
2026-06-14 08:13:45.861934,379,32,84,Hazardous
2026-06-14 08:13:47.866400,320,26,43,Hazardous
2026-06-14 08:13:49.869219,106,27,30,Poor
2026-06-14 08:13:51.873763,176,31,90,Poor
2026-06-14 08:13:53.875269,168,28,63,Poor
2026-06-14 08:13:55.877339,296,39,52,Hazardous
2026-06-14 08:13:57.881614,131,35,62,Poor
2026-06-14 08:13:59.885741,93,28,31,Moderate
2026-06-14 08:14:01.889424,70,24,61,Moderate
2026-06-14 08:14:03.894642,397,39,79,Hazardous
2026-06-14 08:14:05.900862,158,29,65,Poor
2026-06-14 08:14:07.902643,83,27,54,Moderate
2026-06-14 08:14:09.905474,254,40,55,Hazardous
2026-06-14 08:14:11.913685,342,39,55,Hazardous
2026-06-14 08:14:13.918570,158,25,71,Poor
2026-06-14 08:14:15.924933,276,18,45,Hazardous
2026-06-14 08:14:17.931922,238,38,73,Hazardous
2026-06-14 08:14:19.934301,166,28,77,Poor
2026-06-14 08:14:21.936908,378,23,48,Hazardous
2026-06-14 08:14:23.939056,362,40,32,Hazardous
2026-06-14 08:14:25.941086,370,23,43,Hazardous
2026-06-14 08:14:27.943408,352,29,60,Hazardous
2026-06-14 08:14:29.945974,400,28,51,Hazardous
2026-06-14 08:14:31.947959,164,27,90,Poor
2026-06-14 08:14:33.951311,365,37,84,Hazardous
2026-06-14 08:14:35.960143,29,28,86,Good
2026-06-14 08:14:37.963935,313,28,30,Hazardous
2026-06-14 08:14:39.968909,332,19,39,Hazardous
2026-06-14 08:14:41.971105,121,34,57,Poor
2026-06-14 08:14:43.973966,264,36,52,Hazardous
2026-06-14 08:14:45.996207,284,38,55,Hazardous
2026-06-14 08:14:47.998836,255,24,39,Hazardous
2026-06-14 08:14:50.000624,242,36,32,Hazardous
2026-06-14 08:14:52.009164,171,38,41,Poor
2026-06-14 08:14:54.012700,90,36,73,Moderate
2026-06-14 08:14:56.016197,256,18,86,Hazardous
2026-06-14 08:14:58.019541,84,19,35,Moderate
2026-06-14 08:15:00.022681,76,33,82,Moderate
2026-06-14 08:15:02.025608,111,36,47,Poor
2026-06-14 08:15:04.027835,55,20,30,Moderate
2026-06-14 08:15:06.029646,339,39,51,Hazardous
2026-06-14 08:15:08.038530,119,24,42,Poor
2026-06-14 08:15:10.051677,169,32,71,Poor
2026-06-14 08:15:12.054567,144,38,74,Poor
2026-06-14 08:15:14.056900,70,20,63,Moderate
2026-06-14 08:15:16.061841,38,36,42,Good
2026-06-14 08:15:18.072260,262,40,50,Hazardous
2026-06-14 08:15:20.073840,232,30,52,Hazardous
2026-06-14 08:15:22.075467,393,40,61,Hazardous
2026-06-14 08:15:24.077355,386,36,54,Hazardous
2026-06-14 08:15:26.078840,207,34,83,Hazardous
2026-06-14 08:15:28.083899,58,22,72,Moderate
2026-06-14 08:15:30.087609,57,31,39,Moderate
2026-06-14 08:15:32.091116,220,34,84,Hazardous
2026-06-14 08:15:34.092630,135,35,70,Poor
2026-06-14 08:15:36.096487,92,31,47,Moderate
2026-06-14 08:15:38.104163,304,21,30,Hazardous
2026-06-14 08:15:40.106857,395,22,58,Hazardous
2026-06-14 08:15:42.113155,211,40,56,Hazardous
2026-06-14 08:15:44.116034,349,35,38,Hazardous
2026-06-14 08:15:46.119331,364,21,51,Hazardous
2026-06-14 08:15:48.122371,185,28,45,Poor
2026-06-14 08:15:50.127070,52,25,51,Moderate
2026-06-14 08:15:52.130482,32,25,78,Good
2026-06-14 08:15:54.133209,319,28,79,Hazardous
2026-06-14 08:15:56.140079,357,22,80,Hazardous
2026-06-14 08:15:58.142565,218,18,89,Hazardous
2026-06-14 08:16:00.145230,279,21,53,Hazardous
2026-06-14 08:16:02.146623,275,34,83,Hazardous
2026-06-14 08:16:04.154939,22,22,59,Good
2026-06-14 08:16:06.158288,156,30,88,Poor
2026-06-14 08:16:08.160387,133,25,49,Poor
2026-06-14 08:16:10.164119,34,39,60,Good
2026-06-14 08:16:12.168124,193,21,49,Poor
2026-06-14 08:16:14.172198,255,39,77,Hazardous
2026-06-14 08:16:16.174227,252,39,51,Hazardous
2026-06-14 08:16:18.176752,95,26,83,Moderate
2026-06-14 08:16:20.178723,123,39,83,Poor
2026-06-14 08:16:22.181233,343,40,46,Hazardous
2026-06-14 08:16:24.184328,47,39,86,Good
2026-06-14 08:16:26.187253,168,28,42,Poor
2026-06-14 08:16:28.192044,233,21,53,Hazardous
2026-06-14 08:16:30.194057,124,24,73,Poor
2026-06-14 08:16:32.196226,377,24,48,Hazardous
2026-06-14 08:16:34.197776,125,26,60,Poor
2026-06-14 08:16:36.199535,164,21,37,Poor
2026-06-14 08:16:38.201448,171,25,64,Poor
2026-06-14 08:16:40.206458,200,30,34,Poor
2026-06-14 08:16:42.210924,89,23,31,Moderate
2026-06-14 08:16:44.215483,57,39,86,Moderate
2026-06-14 08:16:46.222409,170,29,44,Poor
2026-06-14 08:16:48.235387,270,26,59,Hazardous
2026-06-14 08:16:50.237540,158,35,65,Poor
2026-06-14 08:16:52.239645,300,31,47,Hazardous
2026-06-14 08:16:54.249053,275,32,62,Hazardous
2026-06-14 08:16:56.252917,373,19,37,Hazardous
2026-06-14 08:16:58.257234,87,28,63,Moderate
2026-06-14 08:17:00.261727,47,29,45,Good
2026-06-14 08:17:02.264162,43,37,83,Good
2026-06-14 08:17:04.266828,316,23,37,Hazardous
2026-06-14 08:17:06.270614,290,29,78,Hazardous
2026-06-14 08:17:08.275852,20,24,68,Good
2026-06-14 08:17:10.277523,70,28,52,Moderate
2026-06-14 08:17:12.279099,117,29,74,Poor
2026-06-14 08:17:14.280288,137,34,88,Poor
2026-06-14 08:17:16.282111,35,26,78,Good
2026-06-14 08:17:18.284137,200,25,36,Poor
2026-06-14 08:17:20.286915,321,18,67,Hazardous
2026-06-14 08:17:22.290645,132,40,47,Poor
2026-06-14 08:17:24.295096,189,19,36,Poor
2026-06-14 08:17:26.299814,334,22,54,Hazardous
2026-06-14 08:17:28.302331,48,25,42,Good
2026-06-14 08:17:30.305646,248,33,77,Hazardous
2026-06-14 08:17:32.308315,250,33,44,Hazardous
2026-06-14 08:17:34.311917,364,21,53,Hazardous
2026-06-14 08:17:36.319663,69,34,35,Moderate
2026-06-14 08:17:38.321203,382,33,88,Hazardous
2026-06-14 08:17:40.324677,153,22,30,Poor
2026-06-14 08:17:42.331068,386,35,77,Hazardous
2026-06-14 08:17:44.333513,169,24,85,Poor
2026-06-14 08:17:46.335056,301,27,37,Hazardous
2026-06-14 08:17:48.339676,246,31,61,Hazardous
2026-06-14 08:17:50.341380,379,40,39,Hazardous
2026-06-14 08:17:52.351223,303,18,66,Hazardous
2026-06-14 08:17:54.355639,344,34,85,Hazardous
2026-06-14 08:17:56.358576,208,25,61,Hazardous
2026-06-14 08:17:58.361734,219,28,90,Hazardous
2026-06-14 08:18:00.364355,174,39,83,Poor
2026-06-14 08:18:02.366646,65,27,84,Moderate
2026-06-14 08:18:04.372403,364,23,40,Hazardous
2026-06-14 08:18:06.376734,315,18,35,Hazardous
2026-06-14 08:18:08.381316,320,30,87,Hazardous
2026-06-14 08:18:10.384330,342,28,37,Hazardous
2026-06-14 08:18:12.390648,337,28,89,Hazardous
2026-06-14 08:18:14.397991,236,35,88,Hazardous
2026-06-14 08:18:16.399766,153,33,69,Poor
2026-06-14 08:18:18.402470,239,30,47,Hazardous
2026-06-14 08:18:20.404657,237,22,57,Hazardous
2026-06-14 08:18:22.412420,163,24,68,Poor
2026-06-14 08:18:24.415117,51,33,44,Moderate
2026-06-14 08:18:26.418642,326,30,57,Hazardous
2026-06-14 08:18:28.421125,94,19,57,Moderate
2026-06-14 08:18:30.422731,304,35,36,Hazardous
2026-06-14 08:18:32.430995,59,39,63,Moderate
2026-06-14 08:18:34.433135,110,29,39,Poor
2026-06-14 08:18:36.437006,258,39,76,Hazardous
2026-06-14 08:18:38.438674,137,27,81,Poor
2026-06-14 08:18:40.443635,172,32,42,Poor
2026-06-14 08:18:42.449562,278,37,81,Hazardous
2026-06-14 08:18:44.455713,290,24,71,Hazardous
2026-06-14 08:18:46.458792,51,38,79,Moderate
2026-06-14 08:18:48.460989,111,31,39,Poor
2026-06-14 08:18:50.463511,122,36,47,Poor
2026-06-14 08:18:52.466755,26,26,89,Good
2026-06-14 08:18:54.469170,307,34,87,Hazardous
2026-06-14 08:18:56.473330,40,37,33,Good
2026-06-14 08:18:58.476304,35,20,56,Good
2026-06-14 08:19:00.483077,394,36,33,Hazardous
2026-06-14 08:19:02.485507,209,40,53,Hazardous
2026-06-14 08:19:04.488264,399,31,88,Hazardous
2026-06-14 08:19:06.490016,199,24,36,Poor
2026-06-14 08:19:08.494091,361,40,36,Hazardous
2026-06-14 08:19:10.496027,189,31,38,Poor
2026-06-14 08:19:12.499207,302,21,83,Hazardous
2026-06-14 08:19:14.503222,292,22,31,Hazardous
2026-06-14 08:19:16.505889,378,30,40,Hazardous
2026-06-14 08:19:18.509740,156,37,82,Poor
2026-06-14 08:19:20.513447,162,22,87,Poor
2026-06-14 08:19:22.515153,373,30,54,Hazardous
2026-06-14 08:19:24.518054,151,40,84,Poor
2026-06-14 08:19:26.520105,238,37,49,Hazardous
2026-06-14 08:19:28.522206,108,20,49,Poor
2026-06-14 08:19:30.523520,89,19,73,Moderate
2026-06-14 08:19:32.525704,148,29,39,Poor
2026-06-14 08:19:34.528490,134,40,83,Poor
2026-06-14 08:19:36.541052,201,32,69,Hazardous
2026-06-14 08:19:38.546324,163,31,75,Poor
2026-06-14 08:19:40.550031,123,21,46,Poor
2026-06-14 08:19:42.553221,253,38,54,Hazardous
2026-06-14 08:19:44.556245,101,36,59,Poor
2026-06-14 08:19:46.558131,258,31,52,Hazardous
2026-06-14 08:19:48.560372,158,36,49,Poor
2026-06-14 08:19:50.562323,307,22,64,Hazardous
2026-06-14 08:19:52.565811,382,30,88,Hazardous
2026-06-14 08:19:54.569037,163,37,89,Poor
2026-06-14 08:19:56.572253,78,18,31,Moderate
2026-06-14 08:19:58.575633,269,39,52,Hazardous
2026-06-14 08:20:00.584390,397,36,45,Hazardous
2026-06-14 08:20:02.585604,304,30,32,Hazardous
2026-06-14 08:20:04.590488,81,40,31,Moderate
2026-06-14 08:20:06.592761,92,28,50,Moderate
2026-06-14 08:20:08.598642,125,31,34,Poor
2026-06-14 08:20:10.604619,299,28,33,Hazardous
2026-06-14 08:20:12.607252,171,33,84,Poor
2026-06-14 08:20:14.611868,188,35,51,Poor
2026-06-14 08:20:16.615508,351,29,53,Hazardous
2026-06-14 08:20:18.618819,104,23,37,Poor
2026-06-14 08:20:20.622296,373,34,32,Hazardous
2026-06-14 08:20:22.625145,242,29,86,Hazardous
2026-06-14 08:20:24.627335,183,25,43,Poor
2026-06-14 08:20:26.629341,347,32,75,Hazardous
2026-06-14 08:20:28.637161,392,25,60,Hazardous
2026-06-14 08:20:30.641110,187,23,50,Poor
2026-06-14 08:20:32.643887,221,31,81,Hazardous
2026-06-14 08:20:34.654257,382,39,50,Hazardous
2026-06-14 08:20:36.659372,367,33,31,Hazardous
2026-06-14 08:20:38.661982,24,40,58,Good
2026-06-14 08:20:40.669170,207,40,77,Hazardous
2026-06-14 08:20:42.671050,194,39,72,Poor
2026-06-14 08:20:44.675119,139,30,68,Poor
2026-06-14 08:20:46.677049,364,24,65,Hazardous
2026-06-14 08:20:48.680762,359,23,87,Hazardous
2026-06-14 08:20:50.685962,78,36,81,Moderate
2026-06-14 08:20:52.688823,29,19,53,Good
2026-06-14 08:20:54.693023,203,31,63,Hazardous
2026-06-14 08:20:56.700270,240,19,46,Hazardous
2026-06-14 08:20:58.703330,364,28,43,Hazardous
2026-06-14 08:21:00.708097,129,22,57,Poor
2026-06-14 08:21:02.711191,337,22,75,Hazardous
2026-06-14 08:21:04.717346,245,18,79,Hazardous
2026-06-14 08:21:06.721067,390,34,44,Hazardous
2026-06-14 08:21:08.722745,348,20,66,Hazardous
2026-06-14 08:21:10.726129,383,34,30,Hazardous
2026-06-14 08:21:12.727907,364,22,48,Hazardous
2026-06-14 08:21:14.730672,343,35,88,Hazardous
2026-06-14 08:21:16.732578,22,28,48,Good
2026-06-14 08:21:18.735145,246,30,79,Hazardous
2026-06-14 08:21:20.742863,154,38,68,Poor
2026-06-14 08:21:22.745606,274,40,30,Hazardous
2026-06-14 08:21:24.756381,308,37,60,Hazardous
2026-06-14 08:21:26.757839,108,34,36,Poor
2026-06-14 08:21:28.761133,56,32,77,Moderate
2026-06-14 08:21:30.767695,66,30,88,Moderate
2026-06-14 08:21:32.773632,54,32,81,Moderate
2026-06-14 08:21:34.775467,69,28,38,Moderate
2026-06-14 08:21:36.776616,272,32,47,Hazardous
2026-06-14 08:21:38.778046,184,26,79,Poor
2026-06-14 08:21:40.779458,193,37,54,Poor
2026-06-14 08:21:42.780892,161,38,38,Poor
2026-06-14 08:21:44.790382,335,26,69,Hazardous
2026-06-14 08:21:46.794679,333,32,37,Hazardous
2026-06-14 08:21:48.803990,24,40,81,Good
2026-06-14 08:21:50.819471,300,36,77,Hazardous
2026-06-14 08:21:52.824391,276,19,61,Hazardous
2026-06-14 08:21:54.825982,25,18,55,Good
2026-06-14 08:21:56.827516,111,22,79,Poor
2026-06-14 08:21:58.828713,268,26,40,Hazardous
2026-06-14 08:22:00.831865,295,36,55,Hazardous
2026-06-14 08:22:02.837133,374,28,83,Hazardous
2026-06-14 08:22:04.840342,237,25,51,Hazardous
2026-06-14 08:22:06.850978,85,32,44,Moderate
2026-06-14 08:22:08.875431,298,36,73,Hazardous
2026-06-14 08:22:10.883961,338,27,54,Hazardous
2026-06-14 08:22:12.886292,344,38,81,Hazardous
2026-06-14 08:22:14.900105,256,35,69,Hazardous
2026-06-14 08:22:16.903723,242,30,55,Hazardous
2026-06-14 08:22:18.906621,320,32,81,Hazardous
2026-06-14 08:22:20.911637,181,39,36,Poor
2026-06-14 08:22:22.919000,48,33,72,Good
2026-06-14 08:22:24.920390,265,32,38,Hazardous
2026-06-14 08:22:26.922861,207,36,83,Hazardous
2026-06-14 08:22:28.925320,240,37,45,Hazardous
2026-06-14 08:22:30.930708,215,26,53,Hazardous
2026-06-14 08:22:32.934439,134,36,56,Poor
2026-06-14 08:22:34.937792,239,26,49,Hazardous
2026-06-14 08:22:36.944530,201,37,72,Hazardous
2026-06-14 08:22:38.958545,60,27,87,Moderate
2026-06-14 08:22:40.965250,248,37,48,Hazardous
2026-06-14 08:22:42.968340,177,37,31,Poor
2026-06-14 08:22:44.969983,235,38,86,Hazardous
2026-06-14 08:22:46.974047,311,35,82,Hazardous
2026-06-14 08:22:48.981480,95,34,44,Moderate
2026-06-14 08:22:50.984468,265,34,87,Hazardous
2026-06-14 08:22:52.986448,273,31,40,Hazardous
2026-06-14 08:22:54.989292,192,21,49,Poor
2026-06-14 08:22:56.995319,336,24,49,Hazardous
2026-06-14 08:22:58.997076,101,27,44,Poor
2026-06-14 08:23:01.001741,42,20,73,Good
2026-06-14 08:23:03.003953,127,33,73,Poor
2026-06-14 08:23:05.007547,379,29,86,Hazardous
2026-06-14 08:23:07.010123,386,31,64,Hazardous
2026-06-14 08:23:09.013130,267,19,78,Hazardous
2026-06-14 08:23:11.017429,184,29,61,Poor
2026-06-14 08:23:13.019860,60,37,88,Moderate
2026-06-14 08:23:15.022915,234,22,60,Hazardous
2026-06-14 08:23:17.026263,62,26,88,Moderate
2026-06-14 08:23:19.031339,325,20,61,Hazardous
2026-06-14 08:23:21.035167,137,40,36,Poor
2026-06-14 08:23:23.039780,243,22,72,Hazardous
2026-06-14 08:23:25.041769,212,25,71,Hazardous
2026-06-14 08:23:27.044753,123,34,58,Poor
2026-06-14 08:23:29.046420,148,35,90,Poor
2026-06-14 08:23:31.048894,371,33,69,Hazardous
2026-06-14 08:23:33.052211,28,40,60,Good
2026-06-14 08:23:35.059523,238,25,88,Hazardous
2026-06-14 08:23:37.062639,220,34,34,Hazardous
2026-06-14 08:23:39.067923,155,34,36,Poor
2026-06-14 08:23:41.076736,376,35,32,Hazardous
2026-06-14 08:23:43.079582,128,26,58,Poor
2026-06-14 08:23:45.082090,52,35,89,Moderate
2026-06-14 08:23:47.091644,388,39,72,Hazardous
2026-06-14 08:23:49.096627,162,29,57,Poor
2026-06-14 08:23:51.103493,369,28,60,Hazardous
2026-06-14 08:23:53.111180,74,39,66,Moderate
2026-06-14 08:23:55.116609,64,18,68,Moderate
2026-06-14 08:23:57.119222,374,28,36,Hazardous
2026-06-14 08:23:59.122011,216,30,76,Hazardous
2026-06-14 08:24:01.124809,159,39,67,Poor
2026-06-14 08:24:03.136800,230,28,37,Hazardous
2026-06-14 08:24:05.138981,139,40,40,Poor
2026-06-14 08:24:07.140933,143,36,88,Poor
2026-06-14 08:24:09.145183,346,25,90,Hazardous
2026-06-14 08:24:11.152255,388,29,34,Hazardous
2026-06-14 08:24:13.155328,209,20,63,Hazardous
2026-06-14 08:24:15.157736,157,19,41,Poor
2026-06-14 08:24:17.159799,367,32,43,Hazardous
2026-06-14 08:24:19.164323,340,38,46,Hazardous
2026-06-14 08:24:21.171402,143,22,83,Poor
2026-06-14 08:24:23.173207,206,29,55,Hazardous
2026-06-14 08:24:25.178129,225,32,65,Hazardous
2026-06-14 08:24:27.181289,147,35,54,Poor
2026-06-14 08:24:29.193205,30,19,30,Good
2026-06-14 08:24:31.253451,144,27,67,Poor
2026-06-14 08:24:33.256952,74,18,32,Moderate
2026-06-14 08:24:35.260290,106,35,88,Poor
2026-06-14 08:24:37.263793,151,28,33,Poor
2026-06-14 08:24:39.265750,244,20,79,Hazardous
2026-06-14 08:24:41.267574,311,19,63,Hazardous
2026-06-14 08:24:43.271129,211,36,46,Hazardous
2026-06-14 08:24:45.303588,389,24,58,Hazardous
2026-06-14 08:24:47.311459,120,30,43,Poor
2026-06-14 08:24:49.313821,386,20,55,Hazardous
2026-06-14 08:24:51.316335,71,35,53,Moderate
2026-06-14 08:24:53.318776,383,28,56,Hazardous
2026-06-14 08:24:55.320113,191,37,86,Poor
2026-06-14 08:24:57.322345,164,34,44,Poor
2026-06-14 08:24:59.337115,249,33,90,Hazardous
2026-06-14 08:25:01.343646,338,28,54,Hazardous
2026-06-14 08:25:03.352040,315,40,63,Hazardous
2026-06-14 08:25:05.360733,225,26,81,Hazardous
2026-06-14 08:25:07.370771,186,22,40,Poor
2026-06-14 08:25:09.373262,388,38,61,Hazardous
2026-06-14 08:25:11.379414,91,31,69,Moderate
2026-06-14 08:25:13.384235,25,36,80,Good
2026-06-14 08:25:15.385825,91,24,52,Moderate
2026-06-14 08:25:17.390864,234,23,55,Hazardous
2026-06-14 08:25:19.393593,122,27,52,Poor
2026-06-14 08:25:21.396793,111,38,37,Poor
2026-06-14 08:25:23.398366,148,31,74,Poor
2026-06-14 08:25:25.400086,381,32,48,Hazardous
2026-06-14 08:25:27.402275,43,30,71,Good
2026-06-14 08:25:29.403767,64,20,40,Moderate
2026-06-14 08:25:31.405818,239,33,62,Hazardous
2026-06-14 08:25:33.410357,293,21,76,Hazardous
2026-06-14 08:25:35.414958,147,23,43,Poor
2026-06-14 08:25:37.420949,92,33,55,Moderate
2026-06-14 08:25:39.429049,343,37,70,Hazardous
2026-06-14 08:25:41.435984,363,18,51,Hazardous
2026-06-14 08:25:43.440738,159,27,83,Poor
2026-06-14 08:25:45.445637,99,18,46,Moderate
2026-06-14 08:25:47.451623,334,23,36,Hazardous
2026-06-14 08:25:49.454084,345,24,78,Hazardous
2026-06-14 08:25:51.457721,157,29,70,Poor
2026-06-14 08:25:53.462356,187,23,72,Poor
2026-06-14 08:25:55.464460,258,40,86,Hazardous
2026-06-14 08:25:57.468164,383,40,88,Hazardous
2026-06-14 08:25:59.470933,258,40,68,Hazardous
2026-06-14 08:26:01.475185,115,20,49,Poor
2026-06-14 08:26:03.477593,362,34,46,Hazardous
2026-06-14 08:26:05.480643,178,36,30,Poor
2026-06-14 08:26:07.492821,259,28,56,Hazardous
2026-06-14 08:26:09.499020,118,28,47,Poor
2026-06-14 08:26:11.505367,379,34,85,Hazardous
2026-06-14 08:26:13.508555,38,20,35,Good
2026-06-14 08:26:15.510867,311,35,65,Hazardous
2026-06-14 08:26:17.515976,171,36,38,Poor
2026-06-14 08:26:19.519783,110,23,86,Poor
2026-06-14 08:26:21.522752,315,39,37,Hazardous
2026-06-14 08:26:23.524298,385,24,54,Hazardous
2026-06-14 08:26:25.526433,388,20,42,Hazardous
2026-06-14 08:26:27.528517,325,20,89,Hazardous
2026-06-14 08:26:29.538384,279,38,51,Hazardous
2026-06-14 08:26:31.540807,361,27,57,Hazardous
2026-06-14 08:26:33.542529,90,28,44,Moderate
2026-06-14 08:26:35.546496,22,35,62,Good
2026-06-14 08:26:37.547988,235,22,47,Hazardous
2026-06-14 08:26:39.549767,179,38,44,Poor
2026-06-14 08:26:41.551936,382,31,85,Hazardous
2026-06-14 08:26:43.553506,108,29,71,Poor
2026-06-14 08:26:45.555553,165,23,87,Poor
2026-06-14 08:26:47.556940,373,18,46,Hazardous
2026-06-14 08:26:49.558026,189,38,37,Poor
2026-06-14 08:26:51.559951,106,19,84,Poor
2026-06-14 08:26:53.561424,150,33,55,Poor
2026-06-14 08:26:55.563058,282,38,62,Hazardous
2026-06-14 08:26:57.570726,40,26,52,Good
2026-06-14 08:26:59.572837,304,20,62,Hazardous
2026-06-14 08:27:01.575529,206,30,64,Hazardous
2026-06-14 08:27:03.578995,157,26,42,Poor
2026-06-14 08:27:05.581801,301,32,46,Hazardous
2026-06-14 08:27:07.584049,234,35,74,Hazardous
2026-06-14 08:27:09.585963,118,34,73,Poor
2026-06-14 08:27:11.596755,371,27,60,Hazardous
2026-06-14 08:27:13.606875,236,39,59,Hazardous
2026-06-14 08:27:15.612415,178,28,85,Poor
2026-06-14 08:27:17.615159,228,23,88,Hazardous
2026-06-14 08:27:19.617287,382,31,85,Hazardous
2026-06-14 08:27:21.619042,106,25,69,Poor
2026-06-14 08:27:23.623600,217,36,64,Hazardous
2026-06-14 08:27:25.625853,308,40,65,Hazardous
2026-06-14 08:27:27.629269,148,20,75,Poor
2026-06-14 08:27:29.640179,52,18,37,Moderate
2026-06-14 08:27:31.643141,143,37,30,Poor
2026-06-14 08:27:33.647418,395,40,30,Hazardous
2026-06-14 08:27:35.649644,199,24,74,Poor
2026-06-14 08:27:37.651655,125,29,38,Poor
2026-06-14 08:27:39.655097,376,25,33,Hazardous
2026-06-14 08:27:41.659360,222,29,64,Hazardous
2026-06-14 08:27:43.661467,224,29,70,Hazardous
2026-06-14 08:27:45.669867,150,21,44,Poor
2026-06-14 08:27:47.675764,204,28,39,Hazardous
2026-06-14 08:27:49.683573,99,29,89,Moderate
2026-06-14 08:27:51.689049,22,37,34,Good
2026-06-14 08:27:53.695794,334,20,79,Hazardous
2026-06-14 08:27:55.701634,77,25,73,Moderate
2026-06-14 08:27:57.707714,133,28,88,Poor
2026-06-14 08:27:59.709339,103,29,80,Poor
2026-06-14 08:28:01.712504,142,33,82,Poor
2026-06-14 08:28:03.721788,198,30,37,Poor
2026-06-14 08:28:05.723543,386,33,59,Hazardous
2026-06-14 08:28:07.728082,43,18,46,Good
2026-06-14 08:28:09.733235,186,22,82,Poor
2026-06-14 08:28:11.738809,260,37,88,Hazardous
2026-06-14 08:28:13.746582,56,24,47,Moderate
2026-06-14 08:28:15.756494,267,32,61,Hazardous
2026-06-14 08:28:17.772228,334,21,75,Hazardous
2026-06-14 08:28:19.776001,48,19,78,Good
2026-06-14 08:28:21.782870,363,29,84,Hazardous
2026-06-14 08:28:23.799481,56,39,37,Moderate
2026-06-14 08:28:25.806751,334,22,86,Hazardous
2026-06-14 08:28:27.809342,98,20,36,Moderate
2026-06-14 08:28:29.815922,380,21,83,Hazardous
2026-06-14 08:28:31.820431,286,38,56,Hazardous
2026-06-14 08:28:33.825574,370,20,73,Hazardous
2026-06-14 08:28:35.827586,251,23,62,Hazardous
2026-06-14 08:28:37.833127,160,35,38,Poor
2026-06-14 08:28:39.839175,344,26,73,Hazardous
2026-06-14 08:28:41.848092,84,31,32,Moderate
2026-06-14 08:28:43.855222,364,29,79,Hazardous
2026-06-14 08:28:45.858766,130,24,82,Poor
2026-06-14 08:28:47.860811,358,36,54,Hazardous
2026-06-14 08:28:49.866381,317,31,67,Hazardous
2026-06-14 08:28:51.870275,203,21,58,Hazardous
2026-06-14 08:28:53.872889,273,36,86,Hazardous
2026-06-14 08:28:55.874784,217,22,53,Hazardous
2026-06-14 08:28:57.879641,279,24,45,Hazardous
2026-06-14 08:28:59.885204,107,37,86,Poor
2026-06-14 08:29:01.891327,245,36,69,Hazardous
2026-06-14 08:29:03.898684,324,33,53,Hazardous
2026-06-14 08:29:05.900767,89,29,77,Moderate
2026-06-14 08:29:07.905367,149,24,66,Poor
2026-06-14 08:29:09.907546,199,24,59,Poor
2026-06-14 08:29:11.910691,145,30,84,Poor
2026-06-14 08:29:13.913660,120,35,72,Poor
2026-06-14 08:29:15.926736,387,40,43,Hazardous
